Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19520117.42.1,Summary,1952-01-17,19:34:00,3,Pennsylvania,-,-,2,0,0,400,0.5,Crawford,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.6,-80.3,-,-,1,,1,Unmodified
19520122.13.1,Summary,1952-01-22,07:00:00,3,Georgia,-,-,2,0,8,350,8.7,Mitchell,Colquitt,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.27,-84.02,31.33,-83.9,1,,2,Unmodified
19520122.1.1,Summary,1952-01-22,09:00:00,3,Alabama,-,-,1,0,0,10,0.1,Tallapoosa,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.92,-85.97,-,-,1,,3,Unmodified
19520126.5.1,Summary,1952-01-26,15:30:00,3,Arkansas,-,-,1,0,0,10,0.1,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.42,-91.4,-,-,1,,4,Unmodified
19520126.5.2,Summary,1952-01-26,16:00:00,3,Arkansas,-,-,1,0,0,10,0.1,Arkansas,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.48,-91.55,-,-,1,,5,Unmodified
19520128.13.2,Summary,1952-01-28,03:40:00,3,Georgia,-,-,1,0,0,400,3.8,Monroe,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.03,-83.97,33.03,-83.9,1,,6,Unmodified
19520128.12.1,Summary,1952-01-28,05:30:00,3,Florida,-,-,1,0,3,17,0.5,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.47,-85.25,-,-,1,,7,Unmodified
19520128.13.3,Summary,1952-01-28,06:00:00,3,Georgia,-,-,1,0,1,100,2,Dougherty,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.58,-84.17,-,-,1,,8,Unmodified
19520128.13.4,Summary,1952-01-28,06:30:00,3,Georgia,-,-,2,0,0,100,1,Worth,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.52,-83.78,-,-,1,,9,Unmodified
19520128.12.2,Summary,1952-01-28,06:45:00,3,Florida,-,-,2,0,0,33,1.5,Leon,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.5,-84.23,-,-,1,,10,Unmodified
19520128.13.5,Summary,1952-01-28,07:10:00,3,Georgia,-,-,1,0,2,400,0.1,Tift,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.47,-83.5,-,-,1,,11,Unmodified
19520128.13.6,Summary,1952-01-28,07:30:00,3,Georgia,-,-,1,0,1,33,0.1,Emanuel,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.58,-82.33,-,-,1,,12,Unmodified
19520201.48.1,Summary,1952-02-01,15:00:00,3,Texas,-,-,2,0,0,67,1,Orange,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.08,-93.77,-,-,1,,13,Unmodified
